"","male","age","educ6","ownhome","income","micro_service","micro_english","micro_afraid","micro_honest","micro_namecall","micro_harassed","micro_pronounce","micro_stem","micro_creative","discrim_promotion","discrim_fired","discrim_hired","discrim_police","discrim_housing","discrim_neighbor","id_asianam","id_ethnic","id_ethnicam","id_asian","id_american","id2_asianam","id2_ethnic","id2_ethnicam","id2_asian","id2_american","linkedfate_race","linkedfate_ethnic","commrace","commcult","commecon","commpol","inequality","bank_reg","minimum_wage","rich_tax","american_job","free_college","race","democrat","republican","states","forborn","citizen","respid","discrimination","micro_aggression"
"1",0,0.560975609756098,0.6,0,0.5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.5,1,0.75,0.75,"AAPI",0,0,"HI",0,1,800000443,0,0.222222222222222
"2",0,0.341463414634146,0.4,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,1,1,1,1,0.75,1,0,0.75,"AAPI",1,0,"CA",0,1,650000095,0,0
"3",1,0.463414634146341,0.4,1,0.833333333333333,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.25,0,0.5,0.5,0,"AAPI",0,0,"HI",0,1,600000519,0,0.333333333333333
"4",1,0.634146341463415,1,1,0.333333333333333,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,1,1,1,1,"AAPI",0,0,"HI",0,1,850000172,0.5,0.111111111111111
"5",0,0.621951219512195,1,1,0.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.75,0.75,1,1,0.25,0.75,"AAPI",1,0,"HI",0,1,600000539,0,0.222222222222222
"6",1,0.74390243902439,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,1,1,1,1,0,1,1,0.25,0,0,"AAPI",0,1,"HI",1,1,800000553,0,0.111111111111111
"7",0,0.51219512195122,0.8,1,0.5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.75,0.75,1,1,0.25,0.75,"AAPI",1,0,"HI",0,1,800000709,0.166666666666667,0.111111111111111
"8",0,0.597560975609756,0.8,1,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.25,1,1,0.75,0,0.75,"AAPI",0,0,"HI",0,1,800000362,0,0.111111111111111
"9",0,0.109756097560976,0.4,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,1,0,0.75,1,0.75,1,0,0.75,"AAPI",0,0,"HI",0,1,800000289,0.333333333333333,0.888888888888889
"10",1,0.658536585365854,0.4,1,0.333333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.75,1,0.75,0.75,0,0.5,"AAPI",1,0,"HI",0,1,600000427,0,0.111111111111111
"11",0,0.682926829268293,0.4,1,0.166666666666667,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,0,1,1,1,1,1,0,1,"AAPI",0,1,"HI",1,1,800000527,0,0.444444444444444
"12",0,0.646341463414634,0.2,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.75,1,"AAPI",1,0,"HI",0,1,600000499,0,0
"13",0,0.329268292682927,0.4,1,0.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.75,0.75,1,0.75,0,0.75,"AAPI",0,0,"HI",0,1,800000751,0,0.222222222222222
"14",0,0.524390243902439,0.4,1,0.166666666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0.75,1,1,0.75,0,1,"AAPI",1,0,"HI",1,1,800000616,0,0.111111111111111
"15",0,0.658536585365854,0.8,1,0.5,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.75,0.75,1,1,0,1,"AAPI",1,0,"HI",0,1,800000240,0.333333333333333,0.111111111111111
"16",0,0.0609756097560976,0.6,0,0.166666666666667,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.25,0.75,0.25,0.75,0,0.75,"AAPI",0,1,"CA",0,1,650000146,0.166666666666667,0.111111111111111
"17",0,0.475609756097561,0.4,1,0.166666666666667,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,1,1,0.5,1,1,1,0,1,"AAPI",1,0,"HI",0,1,800000127,0.333333333333333,0.555555555555556
"18",0,0.658536585365854,0.6,1,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0.5,0.75,1,0,0.75,"AAPI",1,0,"HI",0,1,850000375,0,0.111111111111111
"19",0,0.365853658536585,0.4,0,0.166666666666667,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0.75,1,1,1,1,"AAPI",0,0,"HI",0,1,600000571,0.166666666666667,0.111111111111111
"20",1,0.439024390243902,1,1,0.666666666666667,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0.75,1,0.25,1,0,1,"AAPI",0,0,"HI",0,1,800000265,0.5,0.777777777777778
"21",0,0.524390243902439,0.4,1,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0.25,1,1,1,0,1,"AAPI",1,0,"HI",0,1,600000505,0,0
"22",0,0.695121951219512,0.6,1,0.166666666666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,"AAPI",1,0,"CA",0,1,800000175,0,0.111111111111111
"23",0,0.548780487804878,0.8,1,0.833333333333333,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,1,1,0.75,0.75,1,0.75,0.25,1,"AAPI",1,0,"CA",1,1,800000417,0,0.222222222222222
"24",1,0.707317073170732,1,1,0.833333333333333,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,1,1,0,0.25,0.75,0.75,0.75,0,0.75,"AAPI",1,0,"CA",0,1,650000294,0,0.333333333333333
"25",1,0.634146341463415,0.6,1,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,1,1,1,0,1,0.25,1,0.5,0.75,0.5,"AAPI",0,0,"HI",0,1,800000254,0,0
"26",0,0.646341463414634,0.6,0,0.166666666666667,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,1,1,0.5,0.5,1,1,0.25,1,"AAPI",1,0,"NV",0,1,650000283,0.333333333333333,0.222222222222222
"27",1,0.170731707317073,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,"AAPI",0,0,"VA",0,1,1350000158,1,1
"28",0,0.414634146341463,1,1,0.333333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,1,0,0,0.75,1,1,0,1,"AAPI",1,0,"HI",0,1,600000525,0,0.111111111111111
"29",1,0.402439024390244,0.4,0,0.333333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,"AAPI",0,1,"HI",0,1,800000206,0,0.111111111111111
"30",1,0.182926829268293,0.6,1,0.666666666666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.5,0,0.75,"AAPI",0,0,"CA",0,1,600000431,0,0.111111111111111
"31",0,0.0121951219512195,0.4,1,0.666666666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,0,0,0.75,0.75,0.75,0.75,0.25,0.75,"AAPI",0,0,"CA",0,1,850000152,0,0.111111111111111
"32",0,0.560975609756098,0.4,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,1,1,0,1,1,1,1,1,0.75,1,"AAPI",1,0,"HI",0,1,600000366,0,0
"33",1,0.195121951219512,0.4,1,0.5,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0.75,0.75,0.75,0,0.25,0,"AAPI",1,0,"HI",0,1,800000314,0,0.333333333333333
"34",1,0.621951219512195,0.6,1,0.333333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,1,0,0,0.5,0.5,0.25,0.25,0,0.5,"AAPI",0,1,"HI",0,1,600000429,0,0.111111111111111
"35",0,0.475609756097561,0.8,1,0.833333333333333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0.5,1,0.25,1,0,"AAPI",1,0,"HI",0,1,600000201,0.166666666666667,0
"36",0,0.121951219512195,1,1,0.666666666666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,1,1,1,1,1,1,0,1,"AAPI",1,0,"CA",1,1,450000222,0,0.111111111111111
"37",0,0.268292682926829,0.4,1,0.5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0.25,1,0.75,0.75,0,0.25,"Multiracial",0,0,"CA",0,1,300000322,0.166666666666667,0.111111111111111
"38",1,0.865853658536585,0.8,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,1,1,1,1,1,1,1,1,0,1,"AAPI",0,0,"HI",0,1,800000143,0,0.111111111111111
"39",1,0.5,0.8,1,0.166666666666667,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,1,1,1,0.5,0.75,1,0.25,1,"AAPI",1,0,"MO",0,1,650000262,0.666666666666667,0.555555555555556
"40",1,0.0609756097560976,0.8,1,0.833333333333333,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,0,1,1,1,1,1,0.75,0.75,"AAPI",1,0,"HI",0,1,800000322,0,0.222222222222222
"41",1,0.585365853658537,1,1,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0.75,0.75,0.25,0.25,0.5,"AAPI",0,0,"HI",0,1,800000313,0,0.111111111111111
"42",1,0.0365853658536585,0.8,0,0.5,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.75,1,1,1,0,1,"AAPI",0,0,"HI",0,1,600000151,0.333333333333333,0.888888888888889
"43",1,0.646341463414634,0.8,1,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,"Multiracial",1,0,"HI",0,1,800000183,0,0.111111111111111
"44",0,0.463414634146341,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,"AAPI",1,0,"HI",0,1,800000211,0.666666666666667,0.111111111111111
"45",0,0.51219512195122,1,1,0.333333333333333,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,0,0,0.75,0.75,0.75,1,0,0.75,"AAPI",1,0,"CA",0,1,650000338,0.666666666666667,0.111111111111111
"46",1,0.548780487804878,0.6,1,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,1,1,0.5,1,1,1,0.25,0.25,"AAPI",0,0,"HI",0,1,800000162,0.166666666666667,0
"47",1,0.634146341463415,0.8,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.75,0.75,0,1,1,"AAPI",0,0,"CA",1,1,800000050,0,0.222222222222222
"48",0,0.439024390243902,0.6,1,0.166666666666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,1,0,1,1,1,1,0.75,1,"AAPI",1,0,"HI",0,1,800000600,0,0.111111111111111
"49",1,0.646341463414634,0.8,1,0.666666666666667,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0.75,0.75,0.75,0.75,0.25,0.75,"AAPI",0,0,"WA",1,1,800000426,0.666666666666667,0.555555555555556
"50",0,0.475609756097561,0.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,"AAPI",1,0,"HI",0,1,800000224,0,0.111111111111111
"51",0,0.536585365853659,0.8,0,0.5,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0.5,0.75,1,1,0,1,"AAPI",1,0,"HI",0,1,600000383,0.166666666666667,0.333333333333333
"52",1,0.75609756097561,0.6,1,0.166666666666667,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,1,0,0.75,1,0.75,1,0.25,1,"AAPI",0,1,"NV",0,1,600000073,0,0.333333333333333
"53",1,0.158536585365854,1,0,0.333333333333333,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.5,1,"AAPI",0,0,"NC",0,1,650000055,0,0.222222222222222
"54",0,0.378048780487805,1,1,0.666666666666667,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0.75,1,1,1,0.75,1,"AAPI",0,0,"HI",0,1,600000187,0.333333333333333,0.111111111111111
"55",1,0.597560975609756,0.8,1,0.666666666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.25,0.25,0.75,0.25,1,0,"AAPI",0,0,"HI",0,1,800000295,0,0.111111111111111
"56",1,0.207317073170732,0.8,0,0.333333333333333,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,0,0,0.25,0.75,0.75,0.25,0.75,0.75,"AAPI",0,1,"CA",1,1,400000174,0.166666666666667,0.111111111111111
"57",0,0.524390243902439,0.8,1,0.833333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.75,1,0.75,0.5,0,0.5,"AAPI",0,0,"HI",0,1,600000426,0,0.111111111111111
"58",1,0.475609756097561,0.4,1,0.166666666666667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,1,1,1,1,1,1,0,1,"AAPI",1,0,"MI",0,1,250000235,0,0.111111111111111
"59",1,0.865853658536585,0.4,1,0.333333333333333,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,1,1,1,0.25,1,1,1,0,0.75,"AAPI",0,0,"HI",0,1,800000388,0,0.222222222222222
"60",1,0.536585365853659,0.6,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0.75,1,0.75,1,0.5,0.75,"AAPI",0,0,"CA",1,1,450000005,0.666666666666667,0.111111111111111
"61",0,0.573170731707317,0.6,1,0.333333333333333,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,1,0,0.75,1,1,1,0.5,1,"AAPI",1,0,"HI",0,1,800000097,0,0.222222222222222
"62",0,0.170731707317073,1,1,0.666666666666667,1,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,1,0,1,1,0.25,1,1,0.25,1,"AAPI",1,0,"WA",0,1,850000114,0.666666666666667,0.555555555555556
"63",0,0.524390243902439,0.8,1,0.833333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0.5,0.25,"AAPI",0,0,"CA",0,1,600000287,0,0.111111111111111
"64",1,0.280487804878049,0.8,1,0.333333333333333,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0.25,0.75,1,1,1,"AAPI",0,0,"CA",1,0,400000339,0.5,0.222222222222222
"65",1,0.621951219512195,0.6,1,0.166666666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,1,1,1,0.75,1,1,0.5,1,"AAPI",1,0,"HI",0,1,850000404,0,0.111111111111111
"66",1,0.317073170731707,0.6,1,0.833333333333333,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0.75,0,0,0,0,"AAPI",0,0,"AZ",0,1,650000311,0,0.333333333333333
"67",1,0.329268292682927,0.6,1,0.666666666666667,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,1,1,1,0.75,1,1,0,1,"AAPI",1,0,"HI",0,1,650000321,0,0.222222222222222
"68",1,0.51219512195122,0.4,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0.75,1,1,1,1,"AAPI",0,0,"HI",1,1,800000433,0.166666666666667,0.444444444444444
"69",1,0.451219512195122,1,1,0.833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.25,0,1,1,0,1,"AAPI",0,1,"NY",0,1,800000557,0,0
"70",1,0.51219512195122,1,1,0.666666666666667,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,1,0,0.5,0.75,0.5,0.5,0,0.75,"AAPI",0,0,"NH",0,1,600000228,0.5,0.666666666666667
"71",1,0.231707317073171,0.4,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,1,1,1,0,0.75,0.75,1,0.25,0.25,0.25,"AAPI",0,0,"HI",0,1,800000668,0.833333333333333,0.666666666666667
"72",0,0.0853658536585366,0.8,1,0.333333333333333,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,1,1,1,1,1,1,1,1,0.25,1,"AAPI",1,0,"CA",1,1,1200000136,0.166666666666667,0.444444444444444
"73",1,0.719512195121951,0.6,1,0.333333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.25,0.25,0.75,0.25,0.75,0.25,"AAPI",1,0,"HI",0,1,800000447,0,0.111111111111111
"74",0,0.597560975609756,0.4,1,0.5,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,1,1,1,1,0.75,1,1,0,0.75,"AAPI",1,0,"CA",1,1,400000438,0,0.444444444444444
"75",0,0.682926829268293,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,"AAPI",1,0,"HI",0,1,800000437,0.333333333333333,0.444444444444444
"76",0,0.792682926829268,0.6,1,0.166666666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,"AAPI",1,0,"HI",0,1,600000360,0,0.111111111111111
"77",0,0.0487804878048781,0.4,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0.75,0.75,1,1,0.25,0.75,"AAPI",0,0,"HI",0,1,800000398,0.833333333333333,0.888888888888889
"78",1,0.158536585365854,0.8,0,0.166666666666667,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0.75,1,1,0.75,1,"AAPI",0,0,"CA",1,1,650000114,0.166666666666667,0.666666666666667
"79",0,0.829268292682927,0.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.75,1,1,1,0.75,"AAPI",1,0,"HI",0,1,800000330,0,0.111111111111111
"80",1,0.560975609756098,0.8,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.5,1,"AAPI",1,0,"NV",0,1,650000312,0.333333333333333,0.222222222222222
"81",0,0.317073170731707,0.8,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.5,0.75,1,1,0.25,1,"AAPI",0,0,"HI",0,1,800000221,0.166666666666667,0.444444444444444
"82",1,0.292682926829268,0.8,1,0.833333333333333,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,0,0,1,0,0,0,0,1,"AAPI",1,0,"CA",1,1,650000093,0.166666666666667,0.222222222222222
"83",0,0.146341463414634,1,0,0.5,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,1,1,1,0.75,1,0.75,0.5,0.75,"AAPI",0,0,"NY",0,1,850000121,0.166666666666667,0.666666666666667
"84",1,0.707317073170732,0.6,1,0.666666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,1,1,0,0,0,0.75,0.75,0.75,1,0,"AAPI",1,0,"VA",0,1,600000270,0,0.222222222222222
"85",1,0.731707317073171,0.4,1,0.166666666666667,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,1,0,0,0,1,1,1,0.75,0,0.75,"AAPI",1,0,"HI",0,1,800000652,0.166666666666667,0.222222222222222
"86",1,0.48780487804878,1,0,0.5,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,"AAPI",1,0,"CA",0,1,800000041,0.666666666666667,0.666666666666667
"87",0,0.780487804878049,0.6,1,0.166666666666667,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0.75,0.75,1,0.5,0,0.75,"AAPI",1,0,"HI",0,1,800000752,0.333333333333333,0.222222222222222
"88",1,0.475609756097561,1,0,0.833333333333333,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.75,1,"AAPI",1,0,"HI",1,1,800000448,0.833333333333333,0.333333333333333
"89",1,0.451219512195122,0.8,1,0.833333333333333,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0.75,0,0,0,1,"AAPI",0,1,"OR",0,1,600000059,0.5,0.888888888888889
"90",1,0.219512195121951,0.6,0,0.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.75,1,0.5,1,0.25,0,"AAPI",0,0,"CA",0,1,800000587,0,0.222222222222222
"91",1,0.231707317073171,1,0,0.5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,1,1,0,1,1,1,1,1,0.25,0.75,"AAPI",1,0,"PA",0,1,650000040,0,0.222222222222222
"92",1,0.51219512195122,0.8,1,0.333333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0.75,0.5,0.5,1,0.25,0.5,"AAPI",1,0,"HI",0,1,800000333,0,0.111111111111111
"93",0,0.390243902439024,1,1,0.5,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.75,0.5,1,1,0.5,0.75,"Multiracial",0,0,"FL",0,1,600000583,0.5,0.555555555555556
"94",0,0.792682926829268,0.6,1,0.333333333333333,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.25,0,0.25,0,0,0.25,"AAPI",0,0,"HI",0,1,600000207,0.333333333333333,0.333333333333333
"95",1,0.439024390243902,0.4,1,0.666666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.75,1,0.75,0,0.5,1,"AAPI",1,0,"CA",1,1,1300000297,0,0.222222222222222
"96",1,0.304878048780488,0.4,1,0.166666666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0.75,0.75,1,1,0,1,"AAPI",0,0,"HI",0,1,800000210,0,0.111111111111111
"97",0,0.51219512195122,0.2,1,0.333333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0.5,0.75,1,1,0,0.75,"AAPI",0,0,"HI",0,1,600000200,0,0.111111111111111
"98",1,0.0365853658536585,0.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,"AAPI",0,0,"HI",0,1,300000219,0.166666666666667,0.111111111111111
